1050956f-4549-3e50-819b-dc64b79b1400;e1ea501a-7c9f-4cc6-a194-22543ab1b941;1;Acidity, unspecified;emissions to water/river;;Acidity, unspecified;Elementary flows/Emission to water/fresh water;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
da828163-ff32-3e4e-812a-1996da37aaf4;b37294bd-947d-4f35-b9e6-3eb259c05ff5;1;Acidity, unspecified;emissions to water/unspecified;;Acidity, unspecified;Elementary flows/Emission to water/unspecified;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
a9588b8e-7d03-3932-9260-f565f9d2d95e;dc64ecac-a65f-4d9a-9de6-557f1135659f;1;Aclonifen;emissions to soil/agricultural;;Aclonifen;Elementary flows/Emission to soil/agricultural;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
3fedd9ba-1d4e-39a6-b92e-ac1a1b6ecfa0;7ed6dc0d-9c2e-4046-a44b-e8a708c2081e;1;Acrolein;emissions to air/high. pop.;;Acrolein;Elementary flows/Emission to air/high population density;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
5d8565fa-8783-3273-bb4c-70df466e9268;12840cef-c3b8-4ef2-b7d4-3a73dbd6a280;1;Acrolein;emissions to air/low. pop.;;Acrolein;Elementary flows/Emission to air/low population density;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
c846249f-a6f1-3522-b235-630178ac514b;d896ced7-a107-4017-b284-d95a8ef3e735;1;Acrolein;emissions to air/unspecified;;Acrolein;Elementary flows/Emission to air/unspecified;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
2466d447-3a8a-31d9-91ed-bbbe188069f3;6eaf5a3d-d214-3d95-ace4-4762cdf2ec12;1;Acrylate;emissions to water/river;;Acrylate;Elementary flows/Emission to water/river;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
2dbbc3b2-bf4c-344a-9aac-83a06a860234;42f51ad5-6190-4641-b961-f411310554e9;1;Acrylic acid;emissions to air/high. pop.;;Acrylic acid;Elementary flows/Emission to air/high population density;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
ed9cdf92-b37f-361e-aee4-888fee86e38c;faca26d7-b953-4dd6-94a9-7b8975452e1c;1;Acrylic acid;emissions to air/unspecified;;Acrylic acid;Elementary flows/Emission to air/unspecified;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
4ecbafe7-e5bb-3dc7-a6a6-839925fa5826;981ea86a-b527-4e29-b092-f16d2cd57e45;1;Acrylonitrile;emissions to air/unspecified;;Acrylonitrile;Elementary flows/Emission to air/unspecified;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
d9eb74f6-3d8a-33df-83b1-82102ae38ced;c25abc19-d0c4-4246-b6d6-a4418f673bb0;1;Acrylonitrile;emissions to water/river;;Acrylonitrile;Elementary flows/Emission to water/fresh water;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
97836947-f7ea-3b1c-923d-5e488e3b90c5;02703daf-fde4-489a-b7e5-523e46151312;1;Actinides, radioactive, unspecified;emissions to air/low. pop.;;Actinides, radioactive, unspecified;Elementary flows/Emission to air/low population density;;;;93a60a56-a3c8-17da-a746-0800200c9a66;Radioactivity;;kBq;e9773595-284e-46dd-9671-5fc9ff406833;kBq
b8a87d1a-913d-3cb8-adf0-5dd0dda71452;34550110-0552-46d2-b07d-6b9599892278;1;Actinides, radioactive, unspecified;emissions to water/ocean;;Actinides, radioactive, unspecified;Elementary flows/Emission to water/ocean;;;;93a60a56-a3c8-17da-a746-0800200c9a66;Radioactivity;;kBq;e9773595-284e-46dd-9671-5fc9ff406833;kBq
f00d4d43-d02d-364d-bcda-49c2a81fffc6;72958cbe-6609-46c2-bbfa-ee4ab826ca12;1;Aerosols, radioactive, unspecified;emissions to air/low. pop.;;Aerosols, radioactive, unspecified;Elementary flows/Emission to air/low population density;;;;93a60a56-a3c8-17da-a746-0800200c9a66;Radioactivity;;kBq;e9773595-284e-46dd-9671-5fc9ff406833;kBq
054a5ada-9459-3290-9a22-5af3730d8cbe;fe0acd60-3ddc-11dd-aaa4-0050c2490048;1;Air;resources/in air;;Air;Elementary flows/Resource/in air;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
40577ee9-5cc4-3b0a-b4cd-f8eda5f9fb7f;f809b5e9-ed1b-4117-8bc7-9acf883ec7f5;1;Alachlor;emissions to soil/agricultural;;Alachlor;Elementary flows/Emission to soil/agricultural;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
18b601c4-24f0-399e-af2d-c04875cac949;7906d330-8adb-4fc9-9266-24139fdda106;1;Alachlor;emissions to water/river;;Alachlor;Elementary flows/Emission to water/fresh water;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
22d1de3f-3d52-3dea-86e5-6740fce12754;d961f86b-e36b-4ac6-8cd4-b253e496de79;1;Aldehydes, unspecified;emissions to air/high. pop.;;Aldehydes, unspecified;Elementary flows/Emission to air/high population density;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
e5e2bf15-a402-34a2-826e-80136708e2fe;ba1a3dcb-d53a-42fd-80f0-d09f3a12ffe2;1;Aldehydes, unspecified;emissions to air/low. pop.;;Aldehydes, unspecified;Elementary flows/Emission to air/low population density;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
5b7c61bc-5c2e-3aff-9c45-3cfaf9aa4a7d;06f0a67c-ec68-435d-8c32-0decd79a4a1a;1;Aldehydes, unspecified;emissions to air/unspecified;;Aldehydes, unspecified;Elementary flows/Emission to air/unspecified;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
cc5d232f-b91c-3b0e-9a4b-6be8aa686fdc;fbe48c6a-321d-44ae-8883-b6fa4e0f4e77;1;Aldicarb;emissions to soil/agricultural;;Aldicarb;Elementary flows/Emission to soil/agricultural;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
c7d2d477-d6c8-333b-893c-6d7ff73304d1;594fdc19-25cd-4c22-b3f3-58b1f2f42965;1;Aldrin;emissions to soil/agricultural;;Aldrin;Elementary flows/Emission to soil/agricultural;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
517a4837-4303-3e7b-993c-b0e1a21ff129;6f0b8b7c-3888-4174-b7e3-916d42d678ee;1;Aluminium;emissions to air/high. pop.;;Aluminium III;Elementary flows/Emission to air/high population density;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
765de1a6-4caf-3cbb-8c04-7930b26828aa;9c3bd678-1b2f-4b95-a245-d5c8a3fe326b;1;Aluminium;emissions to air/low. pop.;;Aluminium III;Elementary flows/Emission to air/low population density;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
aa0599d5-73e9-31e4-9011-69c0414322f3;46e63323-cffd-4c46-829b-5f006b50fa9b;1;Aluminium;emissions to air/low. pop., long-term;;Aluminium III;Elementary flows/Emission to air/low population density, long-term;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
f86953bc-d94f-3900-a819-a13c337b5fff;ff65658c-2d39-44a2-b23e-7ec3c644f064;1;Aluminium;emissions to air/unspecified;;Aluminium III;Elementary flows/Emission to air/unspecified;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
635eff68-d6bd-36ce-9b11-7d3a397d1afc;2baa4381-b781-4f5e-90de-508b0fa3fd1f;1;Aluminium;emissions to soil/agricultural;;Aluminium III;Elementary flows/Emission to soil/agricultural;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
0c619147-4b54-32ae-a2b5-f65d532c2f64;765546a9-b056-4d27-ad14-2f016511bdcb;1;Aluminium;emissions to soil/industrial;;Aluminium III;Elementary flows/Emission to soil/industrial;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
ce8b508f-6732-3e37-a2b1-307ec090cb66;e0401210-0377-4670-84af-12247ca20bed;1;Aluminium;emissions to soil/unspecified;;Aluminium III;Elementary flows/Emission to soil/unspecified;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
aeb37f90-e8b4-30a6-b61a-6468c5c0f564;2e0c9efa-d55c-49db-8be3-0376d5921ff4;1;Aluminium;emissions to water/groundwater;;Aluminium III;Elementary flows/Emission to water/ground water;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
ad888d13-78ce-3586-ad34-608932469bdf;01056d4b-f9b0-4dfc-b8d9-8407c8376efb;1;Aluminium;emissions to water/groundwater, long-term;;Aluminium III;Elementary flows/Emission to water/ground water, long-term;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
c282b973-e6e3-3157-ba2a-bb2c9a5a01e8;c3847064-fe28-4a8a-9ff1-d959b58c836c;1;Aluminium;emissions to water/lake;;Aluminium III;Elementary flows/Emission to water/lake;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
f120c4d5-6f75-3b3a-b2ae-110462f37796;0ace7678-a181-48e8-8728-d912a8b56c57;1;Aluminium;emissions to water/ocean;;Aluminium III;Elementary flows/Emission to water/ocean;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
ce418aac-07ed-339c-8399-f43a61c755ae;5fb7fbc0-e7d1-4be5-a194-ec5ef5fb4f64;1;Aluminium;emissions to water/river;;Aluminium III;Elementary flows/Emission to water/fresh water;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
f81a306b-2046-3602-a221-e69e9943c81c;7880e65c-0321-4295-ba55-3186ad36e489;1;Aluminium;emissions to water/unspecified;;Aluminium III;Elementary flows/Emission to water/unspecified;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
07f17b03-e5ac-3ea4-a921-61e1f0302076;a4b01216-5a08-4078-b5fd-16e437929eb9;1;Aluminium;resources/in ground;;Aluminium III;Elementary flows/Resource/in ground;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
c84201b4-3c4a-300f-bbe8-404d9ae094f6;e828b304-7a64-3e6f-aea4-fb3c9b2ae256;1;Aluminium, resource correction;resources/in ground;;Aluminium, resource correction;Elementary flows/Resource/unspecified;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
fc97ae0d-1d10-38fc-b4a6-e4267abd8547;e828b304-7a64-3e6f-aea4-fb3c9b2ae256;1;Aluminium, resource correction;resources/unspecified;;Aluminium, resource correction;Elementary flows/Resource/unspecified;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
2058f3c6-d09c-3d2b-b76b-3c58c4483d2a;d601cd0a-c599-42b7-8ea3-1fe741760e3d;1;Americium-241;emissions to water/river;;Americium-241;Elementary flows/Emission to water/fresh water;;;;93a60a56-a3c8-17da-a746-0800200c9a66;Radioactivity;;kBq;e9773595-284e-46dd-9671-5fc9ff406833;kBq
4a109f3e-b777-3b67-8be4-2794cfc13a50;bd601c88-f05e-436a-b4ab-5b3d4fb29882;1;Americium-241;emissions to water/unspecified;;Americium-241;Elementary flows/Emission to water/unspecified;;;;93a60a56-a3c8-17da-a746-0800200c9a66;Radioactivity;;kBq;e9773595-284e-46dd-9671-5fc9ff406833;kBq
18dd6cfc-4386-3b3f-8f2a-5bf6f9a301e3;feb606a8-c259-4169-9652-6b38467739f7;1;Amidosulfuron;emissions to soil/agricultural;;Amidosulfuron;Elementary flows/Emission to soil/agricultural;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
2c84ee0d-9de1-38a1-99d7-464b680b1f16;9990b51b-7023-4700-bca0-1a32ef921f74;1;Ammonia;emissions to air/high. pop.;;Ammonia;Elementary flows/Emission to air/high population density;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
4012de07-2bcf-39e0-9357-6af8a3790e31;0f440cc0-0f74-446d-99d6-8ff0e97a2444;1;Ammonia;emissions to air/low. pop.;;Ammonia;Elementary flows/Emission to air/low population density;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
93da977c-b22a-3796-b9fe-b3fae92f5fea;87883a4e-1e3e-4c9d-90c0-f1bea36f8014;1;Ammonia;emissions to air/unspecified;;Ammonia;Elementary flows/Emission to air/unspecified;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
3c88eb02-2ad4-3100-9d57-bbe5fa78ebc9;b9660786-7a4e-408f-9474-f58877b329a6;1;Ammonia;emissions to soil/industrial;;Ammonia;Elementary flows/Emission to soil/industrial;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
800ccc59-7d44-313d-9820-cf6e0b9e7daa;fb005c47-7b90-41f3-a5ca-f0eb11db354a;1;Ammonium;emissions to water/unspecified;;Ammonium;Elementary flows/Emission to water/unspecified;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
e8d9f688-762a-3a9c-8ee1-d8b3a2707ac4;11f41c41-7733-49bc-b1b1-1f00fbade521;1;Ammonium carbonate;emissions to air/high. pop.;;Ammonium carbonate;Elementary flows/Emission to air/high population density;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
e2c9b4ea-fbfa-3521-868a-d43be56946bc;736f52e8-9703-4076-8909-7ae80a7f8005;1;Ammonium, ion;emissions to water/groundwater;;Ammonium;Elementary flows/Emission to water/ground water;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
33437748-572c-344b-bc2d-2db7bce0efac;130cedc6-f6ed-4f1b-bd1e-881177f79e74;1;Ammonium, ion;emissions to water/groundwater, long-term;;Ammonium;Elementary flows/Emission to water/ground water, long-term;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
fdffb37f-8cdb-3e5e-8a2b-1339a1184e82;59e8b3a7-3862-4388-905a-73b35b93c6d4;1;Ammonium, ion;emissions to water/lake;;Ammonium;Elementary flows/Emission to water/lake;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
b28b80eb-6135-380c-9b71-addca6647c11;bc069d24-fbbd-4c05-8b6e-4089dc8249ae;1;Ammonium, ion;emissions to water/ocean;;Ammonium;Elementary flows/Emission to water/ocean;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
13b41085-5c19-3e8d-9fb7-e01f6742a620;26fd0df4-74ca-4144-b632-6e6f5f6d07b1;1;Ammonium, ion;emissions to water/river;;Ammonium;Elementary flows/Emission to water/fresh water;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
e015ec87-4ffc-3065-a276-293fe61291b3;fb005c47-7b90-41f3-a5ca-f0eb11db354a;1;Ammonium, ion;emissions to water/unspecified;;Ammonium;Elementary flows/Emission to water/unspecified;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
5f03aea7-2933-32b5-91d1-5024e1cb8534;6df9ea09-115a-4678-9f30-d92c877a46ec;1;Anhydrite;resources/in ground;;Anhydrite;Elementary flows/Resource/in ground;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
c047956b-7662-3255-9333-937eb55e10a2;79def65c-bd77-4fb2-a1df-f4dba98ada8f;1;Aniline;emissions to air/high. pop.;;Aniline;Elementary flows/Emission to air/high population density;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
579765b9-5275-3b95-b8ed-86045df87679;b07f7b3c-74ae-4de8-89dd-12d028cbcbdf;1;Aniline;emissions to water/river;;Aniline;Elementary flows/Emission to water/fresh water;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
ada4718a-3a92-3cd2-84a4-41ee7cd9b2a8;2daf7c02-8920-455a-8cab-b45116a69675;1;Anthracene;emissions to air/high. pop.;;Anthracene;Elementary flows/Emission to air/high population density;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
e8c0bf1d-b7fe-3aac-977b-ce25191f3fcc;fc840c3f-dbcd-4175-9bc2-7fba64501e39;1;Anthracene;emissions to air/unspecified;;Anthracene;Elementary flows/Emission to air/unspecified;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
1f36c810-f58e-3dca-aa10-5be6ca3add99;b4c2f1fd-079a-4afc-8acb-67d1c4465c00;1;Anthracene;emissions to water/ocean;;Anthracene;Elementary flows/Emission to water/ocean;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
8d3143e0-fbf7-35e0-a513-85e8a460d3b3;1ec50b9b-a7c3-4c2a-ac48-91600c498507;1;Anthracene;emissions to water/river;;Anthracene;Elementary flows/Emission to water/fresh water;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
fcdb7863-d88e-3547-9e73-b61d08d65b97;48adac6a-94d3-4a65-901b-e60824c01a65;1;Anthranilic acid;emissions to air/high. pop.;;Anthranilic acid;Elementary flows/Emission to air/high population density;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
f7700a38-329e-3f8c-82bf-6f00e10ee1db;3fe03409-76e1-4228-8fd7-77c4c6a0d9f3;1;Anthraquinone;emissions to soil/agricultural;;Anthraquinone;Elementary flows/Emission to soil/agricultural;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
64f48bf9-ecd2-3396-a89e-5fb3ffebedeb;3ea5684a-6d64-4f96-8c09-1d90f997c9d4;1;Antimony;emissions to air/high. pop.;;Antimony ion;Elementary flows/Emission to air/high population density;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
ced3b1b2-2892-340e-a79d-d9ee1372dd2f;43b29ad9-26dd-4838-b931-6216e55a0120;1;Antimony;emissions to air/low. pop.;;Antimony ion;Elementary flows/Emission to air/low population density;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
6109dae4-cf57-3cba-b177-41bfa063ebb1;fa39136e-1ef6-43c1-af68-104da104568d;1;Antimony;emissions to air/low. pop., long-term;;Antimony ion;Elementary flows/Emission to air/low population density, long-term;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
7d75bfb9-01b6-365a-82fb-6797bdf90555;77927dac-dea3-429d-a434-d5a71d92c4f7;1;Antimony;emissions to air/unspecified;;Antimony ion;Elementary flows/Emission to air/unspecified;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
c64b4e0d-7d6a-32c3-b779-ef75dce488b2;f4cf8d5c-f030-4b55-a3af-e3c20b855ee8;1;Antimony;emissions to soil/agricultural;;Antimony ion;Elementary flows/Emission to soil/agricultural;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
8f4a5141-fbaa-3a6f-94d1-81734d3a1ea1;2b2369a4-26bb-4b18-8479-752fdf7a5e7f;1;Antimony;emissions to soil/industrial;;Antimony ion;Elementary flows/Emission to soil/industrial;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
9029947d-ae0b-3b95-bfba-801b586784ef;c49fb4cd-eed0-4438-9052-9612473cdbae;1;Antimony;emissions to soil/unspecified;;Antimony ion;Elementary flows/Emission to soil/unspecified;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
350784f8-adc7-31c5-9f6e-0c31066c887f;5df5cb9f-812c-4ce8-ab1c-df6ab4d31900;1;Antimony;emissions to water/groundwater;;Antimony ion;Elementary flows/Emission to water/ground water;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
d510e327-4c00-3305-8de4-2b1db583ae2a;83cf77ca-867b-4eef-b0f0-78d71b3d91d5;1;Antimony;emissions to water/groundwater, long-term;;Antimony ion;Elementary flows/Emission to water/ground water, long-term;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
a6ffa57a-6321-3390-baae-6c4153692635;f5aa8364-8feb-4e1b-a9d0-2ceffa388306;1;Antimony;emissions to water/river;;Antimony ion;Elementary flows/Emission to water/fresh water;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
8f111405-c831-3e62-945b-f9bbe555a2cf;b2dc8668-86de-4207-b20e-dc81dea63c98;1;Antimony;emissions to water/unspecified;;Antimony ion;Elementary flows/Emission to water/unspecified;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
0b07c1f2-ea0e-3748-8651-fb0db1287cf9;47262180-8308-5d4c-9332-c77617e032ef;1;Antimony;resources/in ground;;Antimony;Elementary flows/Resource/in ground;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
c57f7f63-ebc3-3e31-969c-a04069ed12ed;5c118626-2a29-4696-bb91-91f0349fc0b4;1;Antimony-122;emissions to water/river;;Antimony-122;Elementary flows/Emission to water/fresh water;;;;93a60a56-a3c8-17da-a746-0800200c9a66;Radioactivity;;kBq;e9773595-284e-46dd-9671-5fc9ff406833;kBq
b695efac-c965-32aa-a5ac-6e855666744c;7567e592-ecfa-467b-9f11-19f11786505b;1;Antimony-124;emissions to air/low. pop.;;Antimony-124;Elementary flows/Emission to air/low population density;;;;93a60a56-a3c8-17da-a746-0800200c9a66;Radioactivity;;kBq;e9773595-284e-46dd-9671-5fc9ff406833;kBq
39f12d10-5bc5-317a-8120-32fe60343cb0;8cd82962-d90f-409a-b3c1-961d5365d338;1;Antimony-124;emissions to air/unspecified;;Antimony-124;Elementary flows/Emission to air/unspecified;;;;93a60a56-a3c8-17da-a746-0800200c9a66;Radioactivity;;kBq;e9773595-284e-46dd-9671-5fc9ff406833;kBq
28ac43ce-fd15-306a-9ad4-77548459e155;f68f00b8-2057-476e-88c8-1d92b5af0889;1;Antimony-124;emissions to water/river;;Antimony-124;Elementary flows/Emission to water/fresh water;;;;93a60a56-a3c8-17da-a746-0800200c9a66;Radioactivity;;kBq;e9773595-284e-46dd-9671-5fc9ff406833;kBq
3889945b-00c9-3add-8ef6-6a582c6ca4b5;64f81516-52e1-4ce6-a22c-84d3f7cc9a53;1;Antimony-124;emissions to water/unspecified;;Antimony-124;Elementary flows/Emission to water/unspecified;;;;93a60a56-a3c8-17da-a746-0800200c9a66;Radioactivity;;kBq;e9773595-284e-46dd-9671-5fc9ff406833;kBq
75c030b1-ea06-3ead-91f4-349fbdcbb552;51f80fcc-8eb0-4912-afbd-e9b9861e45a4;1;Antimony-125;emissions to air/low. pop.;;Antimony-125;Elementary flows/Emission to air/low population density;;;;93a60a56-a3c8-17da-a746-0800200c9a66;Radioactivity;;kBq;e9773595-284e-46dd-9671-5fc9ff406833;kBq
c1e17296-b14e-3181-b939-73db622751bd;10ec2732-3828-4232-914e-941c38bdd08b;1;Antimony-125;emissions to water/river;;Antimony-125;Elementary flows/Emission to water/fresh water;;;;93a60a56-a3c8-17da-a746-0800200c9a66;Radioactivity;;kBq;e9773595-284e-46dd-9671-5fc9ff406833;kBq
145e1522-9e80-3f55-911d-0825ead5a4b5;fa194dc5-ad5d-4c1e-a8f4-9fedba38fe8d;1;Antimony-125;emissions to water/unspecified;;Antimony-125;Elementary flows/Emission to water/unspecified;;;;93a60a56-a3c8-17da-a746-0800200c9a66;Radioactivity;;kBq;e9773595-284e-46dd-9671-5fc9ff406833;kBq
68cc5534-d210-3421-9785-d46c86e315e1;46e6f5f7-6541-494f-a9bb-66918fb5d592;1;AOX, Adsorbable Organic Halogen as Cl;emissions to water/ocean;;AOX, Adsorbable Organic Halides;Elementary flows/Emission to water/ocean;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
12da233b-663f-3b69-af05-772ff0c15a92;e395a1a3-6915-4b72-a533-ff1a82fc3da1;1;AOX, Adsorbable Organic Halogen as Cl;emissions to water/river;;AOX, Adsorbable Organic Halides;Elementary flows/Emission to water/surface water;;;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;kg;20aadc24-a391-41cf-b340-3e4529f44bde;kg
