e2d35af7-9806-46ff-9b75-b124a48fa5a1;b39ad3f4-ef11-3e2e-873c-b166db021d22;1;Phosphorus;Elementary flows/Emission to air/low population density, long-term;;Phosphorus;emissions to air/low. pop., long-term;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;kg
d761f94e-517d-41cf-89fa-17dc72f7a69b;6b4e7770-afd0-31ad-910b-c68a33b235f7;1;Phosphorus;Elementary flows/Emission to air/unspecified;;Phosphorus;emissions to air/unspecified;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;kg
c89a0749-40a5-4c9c-8770-c4295ea34977;be1303c0-930c-3163-8310-7046310d334b;1;Phosphorus;Elementary flows/Emission to soil/agricultural;;Phosphorus;emissions to soil/agricultural;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;kg
2f8952b0-c90c-4e3d-b546-52b862fc8f11;29ee85e5-7964-3dbb-a363-4850d1bb3941;1;Phosphorus;Elementary flows/Emission to soil/industrial;;Phosphorus;emissions to soil/industrial;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;kg
8b0a4a41-c65c-4d94-b10c-94ddb98abdd2;f45380ad-8649-339d-a433-306ea27e5e64;1;Phosphorus;Elementary flows/Emission to soil/unspecified;;Phosphorus;emissions to soil/unspecified;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;kg
b1fca66f-8e83-469a-a7b5-018e14d5d545;275e25eb-4e13-32db-8a82-981591f36913;1;Phosphorus;Elementary flows/Emission to water/ground water;;Phosphorus;emissions to water/groundwater;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;kg
62f3d964-9b53-4d01-9ee0-04112dcfc6d2;703f7868-5dc9-31f7-abcd-6bacc007922f;1;Phosphorus;Elementary flows/Emission to water/ocean;;Phosphorus;emissions to water/ocean;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;kg
4d11b9d2-f8b4-413f-822f-141d7ae493d8;24366d9c-d96a-3605-a95d-d86ef05b34a1;1;Phosphorus;Elementary flows/Emission to water/fresh water;;Phosphorus;emissions to water/river;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;kg
2d4b8ec1-8d53-4e62-8a11-ebc45909b02e;842fb738-c520-3ea0-9903-f54b13722004;1;Phosphorus;Elementary flows/Emission to water/unspecified;;Phosphorus;emissions to water/unspecified;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;kg
d13b2665-505d-49e2-8edd-dc966b0342af;3f6fabed-fd21-3e56-9a7d-0ee1b3cdd571;1;Platinum;Elementary flows/Resource/in ground;;Platinum;resources/biotic;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;kg
16addd86-288b-419a-8217-75e4197c5f9d;f9bf5a4e-cb32-3fbb-8fd5-39733b6dae56;1;Phosphorus trichloride;Elementary flows/Emission to air/high population density;;Phosphorus trichloride;emissions to air/high. pop.;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;kg
9a7380d1-6e23-48ad-b35a-14bd1ecb3133;b00b2389-3ba2-382a-8a1d-e8ca80f0f97d;1;Phosphorus, 18% in apatite, 4% in crude ore;Elementary flows/Resource/in ground;;Phosphorus, 18% in apatite, 4% in crude ore;resources/in ground;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;kg
83d5b12c-781b-463a-81a2-cdc5918f75cf;9d63e1f3-fd39-3fab-b40b-dd0b34b5b69b;1;Picloram;Elementary flows/Emission to soil/agricultural;;Picloram;emissions to soil/agricultural;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;kg
1a7fba0e-91a3-4ac2-a58e-44575eeed078;e35c61ac-d7cc-3ca6-a61e-6628deb3142f;1;Picoxystrobin;Elementary flows/Emission to soil/agricultural;;Picoxystrobin;emissions to soil/agricultural;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;kg
13be989f-9a8e-420d-b27d-47c3565eb77c;6ba8b2a1-ca00-3129-a9c8-43b249340cdc;1;Piperonyl butoxide;Elementary flows/Emission to soil/agricultural;;Piperonyl butoxide;emissions to soil/agricultural;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;kg
1c0699e2-9be2-4c30-8328-fc0ad8caac58;419c5785-dc90-347f-a28e-659a2eaa538d;1;Pirimicarb;Elementary flows/Emission to soil/agricultural;;Pirimicarb;emissions to soil/agricultural;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;kg
e4ad89a2-c1d3-4d0b-ad44-2a7ff00b1f39;6eced565-2ef2-397e-b0c2-f481548e2254;1;Platinum;Elementary flows/Emission to air/high population density;;Platinum;emissions to air/high. pop.;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;kg
d4238781-b3da-4efc-b20f-a5ec1d9d85b6;f1385e21-aa63-387c-8ce9-c55c12ecdcfa;1;Platinum;Elementary flows/Emission to air/low population density;;Platinum;emissions to air/low. pop.;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;kg
f29a1f6e-0c76-4074-ba64-dcb724b2de9c;d0de9019-6059-3062-9415-eef78b3e01e1;1;Platinum;Elementary flows/Emission to air/unspecified;;Platinum;emissions to air/unspecified;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;kg
fed18945-b0e0-47a4-8fa0-6bc99c3c512a;4add8070-afc1-3279-bbc9-d795dfb1d863;1;Polychlorinated biphenyls;Elementary flows/Emission to water/unspecified;;Polychlorinated biphenyls;emissions to water/unspecified;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;kg
929b7d7e-39d5-4320-8282-856d9a9f7f3f;04c3c823-d29e-321c-9c79-221e529486eb;1;Platinum;Elementary flows/Resource/unspecified;;Platinum;resources/unspecified;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;kg
a55ba777-c1ec-338a-9482-fc6e006a56de;802277e8-6eb7-3c79-a1e3-18a59d8a7fc3;1;Platinum, Pt 2.5E-4%, Pd 7.3E-4%, Rh 2.0E-5%, Ni 2.3E+0%, Cu 3.2E+0% in ore;Elementary flows/Resource/in ground;;Platinum, Pt 2.5E-4%, Pd 7.3E-4%, Rh 2.0E-5%, Ni 2.3E+0%, Cu 3.2E+0% in ore;resources/in ground;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;kg
6b47b4de-2322-358e-a3b8-57e2f26eafb3;447eba95-15d1-3bb0-b429-a6a10fb8f23b;1;Platinum, Pt 4.8E-4%, Pd 2.0E-4%, Rh 2.4E-5%, Ni 3.7E-2%, Cu 5.2E-2% in ore;Elementary flows/Resource/in ground;;Platinum, Pt 4.8E-4%, Pd 2.0E-4%, Rh 2.4E-5%, Ni 3.7E-2%, Cu 5.2E-2% in ore;resources/in ground;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;kg
59c2b461-3992-4b18-8f27-699f4880cc4e;bb8b0262-0709-388f-81e0-7b8288222532;1;Plutonium-238;Elementary flows/Emission to air/low population density;;Plutonium-238;emissions to air/low. pop.;;93a60a56-a3c8-17da-a746-0800200c9a66;Radioactivity;;;e9773595-284e-46dd-9671-5fc9ff406833;kBq;;kBq
4f3ee6dc-f092-429b-82bc-b9538bdb751b;3ea807a9-ad6e-3703-ae45-cf1176868072;1;Plutonium-alpha;Elementary flows/Emission to air/low population density;;Plutonium-alpha;emissions to air/low. pop.;;93a60a56-a3c8-17da-a746-0800200c9a66;Radioactivity;;;e9773595-284e-46dd-9671-5fc9ff406833;kBq;;kBq
3ef6e30a-9742-48c8-adcd-48e38148004c;e1d356ad-6fa2-34bb-925a-1ca5822f6454;1;Plutonium-alpha;Elementary flows/Emission to air/unspecified;;Plutonium-alpha;emissions to air/unspecified;;93a60a56-a3c8-17da-a746-0800200c9a66;Radioactivity;;;e9773595-284e-46dd-9671-5fc9ff406833;kBq;;kBq
d7606d42-844f-49ea-bed6-c67733bc04f4;2a1694a2-d8ac-324e-9607-a3e9ca6ee8d6;1;Plutonium-alpha;Elementary flows/Emission to water/fresh water;;Plutonium-alpha;emissions to water/river;;93a60a56-a3c8-17da-a746-0800200c9a66;Radioactivity;;;e9773595-284e-46dd-9671-5fc9ff406833;kBq;;kBq
ab046420-da89-48e5-9e05-2a2b703eb2fe;dc321910-7ba3-3b78-a83d-6e623d591955;1;Polonium-210;Elementary flows/Emission to air/high population density;;Polonium-210;emissions to air/high. pop.;;93a60a56-a3c8-17da-a746-0800200c9a66;Radioactivity;;;e9773595-284e-46dd-9671-5fc9ff406833;kBq;;kBq
44dd80c7-9960-4881-8431-939509b81f53;a7129b3f-b717-3cec-bf20-0b22bb8a2143;1;Polonium-210;Elementary flows/Emission to air/low population density;;Polonium-210;emissions to air/low. pop.;;93a60a56-a3c8-17da-a746-0800200c9a66;Radioactivity;;;e9773595-284e-46dd-9671-5fc9ff406833;kBq;;kBq
13738d15-2256-40f6-99da-d802e5f4c747;850b1135-6498-3f48-acfb-e05cb8b0bc1c;1;Polonium-210;Elementary flows/Emission to air/unspecified;;Polonium-210;emissions to air/unspecified;;93a60a56-a3c8-17da-a746-0800200c9a66;Radioactivity;;;e9773595-284e-46dd-9671-5fc9ff406833;kBq;;kBq
48725db0-ff99-4074-90a0-bb22165432bb;3c19933d-6842-3482-96c3-91650e9f8de4;1;Polonium-210;Elementary flows/Emission to water/ground water;;Polonium-210;emissions to water/groundwater;;93a60a56-a3c8-17da-a746-0800200c9a66;Radioactivity;;;e9773595-284e-46dd-9671-5fc9ff406833;kBq;;kBq
f5eb4e80-a7ff-4f1b-b97f-933940bd1377;8581e752-9ee4-3daa-9387-50c5e8c98591;1;Polonium-210;Elementary flows/Emission to water/lake;;Polonium-210;emissions to water/lake;;93a60a56-a3c8-17da-a746-0800200c9a66;Radioactivity;;;e9773595-284e-46dd-9671-5fc9ff406833;kBq;;kBq
c6976591-c1f2-4c53-b9ff-182db73f0a7f;9a1163ea-dd5f-3bc4-be58-240b5cd9a0b4;1;Polonium-210;Elementary flows/Emission to water/ocean;;Polonium-210;emissions to water/ocean;;93a60a56-a3c8-17da-a746-0800200c9a66;Radioactivity;;;e9773595-284e-46dd-9671-5fc9ff406833;kBq;;kBq
4bc227ab-878c-46ba-a999-39f8206ed864;2e7d2b01-909d-3b3e-a0df-7564b856c2bb;1;Polonium-210;Elementary flows/Emission to water/fresh water;;Polonium-210;emissions to water/river;;93a60a56-a3c8-17da-a746-0800200c9a66;Radioactivity;;;e9773595-284e-46dd-9671-5fc9ff406833;kBq;;kBq
456b8003-1508-4000-a53c-752e02023445;748bcd1c-9e76-3ce1-8dff-f1380026a060;1;Polychlorinated biphenyls;Elementary flows/Emission to air/high population density;;Polychlorinated biphenyls;emissions to air/high. pop.;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;kg
07279b73-709f-4ac2-a9e1-82fbd01ce301;dca06d1a-e030-3389-ba64-86ec0b98483f;1;Polychlorinated biphenyls;Elementary flows/Emission to air/low population density;;Polychlorinated biphenyls;emissions to air/low. pop.;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;kg
c9b97088-efc6-43c1-8d26-f78d6cdbb50b;66d7ca82-c2df-3b66-81d5-a01aa06305d4;1;Polychlorinated biphenyls;Elementary flows/Emission to air/unspecified;;Polychlorinated biphenyls;emissions to air/unspecified;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;kg
35da65ff-7287-571d-b859-13d398ac5182;e747ac81-d3ec-3a62-83f0-6e37775603ce;1;Praseodymium;Elementary flows/Resource/in ground;;Praseodymium;resources/in ground;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;kg
aac39edf-68c5-4f38-9aa9-17e3ca265109;3178570a-c828-34dc-ad72-7cbd25e53e77;1;Potassium I;Elementary flows/Emission to air/high population density;;Potassium;emissions to air/high. pop.;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;kg
9597c1a2-ecda-4a89-97c5-efcdc679058d;e2fb5534-5e73-349a-83f8-239067a6b07f;1;Potassium I;Elementary flows/Emission to air/low population density;;Potassium;emissions to air/low. pop.;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;kg
926fdcf3-6c44-44e2-acb6-159060ac65cf;a1361d92-f43d-3f10-8464-d7af33fcfa4d;1;Potassium I;Elementary flows/Emission to air/low population density, long-term;;Potassium;emissions to air/low. pop., long-term;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;kg
756b1234-887b-406e-88ed-b50ba4694f09;9dd6d9d2-9a0e-3787-82c2-bb9e99e0e556;1;Potassium I;Elementary flows/Emission to air/unspecified;;Potassium;emissions to air/unspecified;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;kg
b717518e-b8b6-44fa-a8e1-f9fde2436caf;a117fde2-6083-3251-9c7b-9176d67a3a52;1;Potassium I;Elementary flows/Emission to soil/agricultural;;Potassium;emissions to soil/agricultural;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;kg
bc269269-1874-4423-b5f0-eed0f5227684;5642c2e6-92e7-3c03-90ae-61fc959b7d72;1;Potassium I;Elementary flows/Emission to soil/industrial;;Potassium;emissions to soil/industrial;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;kg
73b26c10-3c57-4732-8a36-6d1d98d6c925;505d7d2d-f790-3a0f-b773-6261414cab17;1;Potassium I;Elementary flows/Emission to soil/unspecified;;Potassium;emissions to soil/unspecified;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;kg
dcf8705e-f066-4a89-9311-d2993c27fb84;39d3bf94-372a-3cf0-9b87-5e5b6201ef85;1;Potassium;Elementary flows/Emission to water/ground water;;Potassium;emissions to water/groundwater;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;kg
2f2083f7-404b-3c39-a1f6-2bc88e8b1e20;1f585cd1-a994-3066-aa5f-3b81f4246a13;1;Potassium;Elementary flows/Emission to water/ground water, long-term;;Potassium;emissions to water/groundwater, long-term;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;kg
08a91e70-3ddc-11dd-97c6-0050c2490048;24cae4df-a581-3507-b82f-c4eec6265ebb;1;Potassium;Elementary flows/Emission to water/ocean;;Potassium;emissions to water/ocean;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;kg
a2632dc9-f27b-4f4d-bf67-c0bab45421dd;28119057-a173-31c8-aab7-fafe5907b21c;1;Potassium;Elementary flows/Emission to water/fresh water;;Potassium;emissions to water/river;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;kg
63e7fe65-8549-11e0-9d78-0800200c9a66;c63ac2fa-af4e-338a-bdef-1df8d065f625;1;Potassium;Elementary flows/Emission to water/unspecified;;Potassium;emissions to water/unspecified;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;kg
e373f7b4-42e9-4cc7-a73c-f87bec88008b;b7c5fb85-9c5e-3448-a946-7bf307d59db8;1;Potassium;Elementary flows/Resource/in ground;;Potassium;resources/in ground;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;kg
041ff934-6556-11dd-ad8b-0800200c9a66;ac8e5ec4-c800-3f68-af21-6e13e8f0be7a;1;Potassium chloride;Elementary flows/Resource/in ground;;Potassium chloride;resources/in ground;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;kg
e47a779e-8fcb-4d0e-bcff-b9b14a5be827;2930dc8d-5003-3f90-9e84-fbfdd183aa02;1;Potassium-40;Elementary flows/Emission to air/high population density;;Potassium-40;emissions to air/high. pop.;;93a60a56-a3c8-17da-a746-0800200c9a66;Radioactivity;;;e9773595-284e-46dd-9671-5fc9ff406833;kBq;;kBq
7069a2cd-257a-4a29-b10f-1e21ed853709;1989877d-a5c6-3431-a69b-aeeaad4bfbac;1;Potassium-40;Elementary flows/Emission to air/low population density;;Potassium-40;emissions to air/low. pop.;;93a60a56-a3c8-17da-a746-0800200c9a66;Radioactivity;;;e9773595-284e-46dd-9671-5fc9ff406833;kBq;;kBq
4bc2ecf7-fbc3-4c74-81f6-30f9f4425d30;5adc05d1-d19b-3c66-8fa5-057236bc100a;1;Potassium-40;Elementary flows/Emission to air/unspecified;;Potassium-40;emissions to air/unspecified;;93a60a56-a3c8-17da-a746-0800200c9a66;Radioactivity;;;e9773595-284e-46dd-9671-5fc9ff406833;kBq;;kBq
f970ac84-3896-4168-a701-c73bf475edbb;001f8942-e401-3953-b6cd-b2d27a2d9f0f;1;Potassium-40;Elementary flows/Emission to water/ground water;;Potassium-40;emissions to water/groundwater;;93a60a56-a3c8-17da-a746-0800200c9a66;Radioactivity;;;e9773595-284e-46dd-9671-5fc9ff406833;kBq;;kBq
c52555d3-077e-4970-9089-f5d30ab1212e;ad2e84b4-2fcd-3fa3-a87e-22c8b93a60bf;1;Potassium-40;Elementary flows/Emission to water/ocean;;Potassium-40;emissions to water/ocean;;93a60a56-a3c8-17da-a746-0800200c9a66;Radioactivity;;;e9773595-284e-46dd-9671-5fc9ff406833;kBq;;kBq
5b6686f3-711c-4ebc-9190-6b153f048b93;11a38a2b-0215-3c27-ab41-f9483cd5994a;1;Potassium-40;Elementary flows/Emission to water/fresh water;;Potassium-40;emissions to water/river;;93a60a56-a3c8-17da-a746-0800200c9a66;Radioactivity;;;e9773595-284e-46dd-9671-5fc9ff406833;kBq;;kBq
cf791833-26bc-5207-a9bd-6ddcd8ac7625;dc5d7287-5fbb-3f87-a902-cdd8016313d5;1;Samarium;Elementary flows/Resource/in ground;;Samarium;resources/in ground;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;kg
b1fedd38-0f13-4baa-a6e9-ccc453e5b2f5;351abc26-2eb9-3e1b-a5b3-cb437b22aac6;1;Primisulfuron;Elementary flows/Emission to soil/agricultural;;Primisulfuron;emissions to soil/agricultural;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;kg
99f1e4a4-2f47-4098-8f28-4c736a5b675d;9fa2802f-f0fd-3d70-8d55-4f681f1ca540;1;Prochloraz;Elementary flows/Emission to soil/agricultural;;Prochloraz;emissions to soil/agricultural;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;kg
364cef97-0380-4d40-8b47-35e073f0c54f;4a9fa442-f0e7-3336-bcf2-ace0fc5975b3;1;Procymidone;Elementary flows/Emission to soil/agricultural;;Procymidone;emissions to soil/agricultural;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;kg
cab8d859-018a-4919-9324-f3febdea35e0;c32aa4b5-734d-3377-be41-7dbc352ab13b;1;Profenofos;Elementary flows/Emission to soil/agricultural;;Profenofos;emissions to soil/agricultural;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;kg
2e718246-b4f2-44e3-bcc5-2ce3496d2db6;9a1f9683-1d0b-3b89-8edd-d96af8b6ee21;1;Prohexadione calcium;Elementary flows/Emission to soil/agricultural;;Prohexadione-calcium;emissions to soil/agricultural;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;kg
7000de19-18c4-4bfd-90a2-9b1f2346eb99;b3015c6a-2699-389e-a3c7-c2414cb4f13d;1;Prometryn;Elementary flows/Emission to soil/agricultural;;Prometryn;emissions to soil/agricultural;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;kg
30e130e0-ff90-4e07-9cda-c53b81e0bbe6;3f5fb348-230c-3bcd-97c9-4266f6fc13cb;1;Pronamide;Elementary flows/Emission to soil/agricultural;;Pronamide;emissions to soil/agricultural;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;kg
c1ad9058-6019-4835-ab47-d3e3f35b94d9;0c938eb0-7a65-322f-bd83-ec3c0e56a9f8;1;Propamocarb HCl;Elementary flows/Emission to soil/agricultural;;Propamocarb HCl;emissions to soil/agricultural;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;kg
eeaeefc1-0af9-45e5-99a8-2333a387f0ae;b3135449-6217-30db-8ab8-3aca351726ca;1;Propanal;Elementary flows/Emission to air/high population density;;Propanal;emissions to air/high. pop.;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;kg
963be8ca-e43d-4f8d-a97b-d8982035ffbc;08d24c19-e9d3-31bf-b621-34812e20c6de;1;Propanal;Elementary flows/Emission to air/low population density;;Propanal;emissions to air/low. pop.;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;kg
555aed47-6c62-4cbe-b9b8-d01229284c8a;355f59fa-dcb7-3d55-8654-168d3eb88f4f;1;Propanal;Elementary flows/Emission to air/unspecified;;Propanal;emissions to air/unspecified;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;kg
d45d9782-c41e-4106-bc62-86e8093bef6a;0f24f767-b9e8-3d3c-a376-c45d38dd94dd;1;Propanal;Elementary flows/Emission to water/fresh water;;Propanal;emissions to water/river;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;kg
98c66fdb-091d-46e9-a533-686f821e8f6a;15e48608-fe4f-3ca8-b5a5-91644c88c8cf;1;Propane;Elementary flows/Emission to air/high population density;;Propane;emissions to air/high. pop.;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;kg
9beb60a3-3a8c-4345-9a0e-107eec2f709f;5629a8b3-0eb9-393b-b4d5-0b0427b819a3;1;Propane;Elementary flows/Emission to air/low population density;;Propane;emissions to air/low. pop.;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;kg
3a6c936c-0276-4f11-9d98-1bd011387a6e;ae9370fd-3695-388f-bf25-30af3109ee1a;1;Propane;Elementary flows/Emission to air/unspecified;;Propane;emissions to air/unspecified;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;kg
7d1fe6d6-5635-314e-8559-ba9b7f41691e;1d9161f1-3506-343c-b675-77aaf088a244;1;Propane, 1,1,1,3,3-pentafluoro-, HFC-245fa;Elementary flows/Emission to air/unspecified;;Propane, 1,1,1,3,3-pentafluoro-, HFC-245fa;emissions to air/unspecified;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;kg
3f719ae6-5061-4d79-8b41-c71894928140;6b5780dc-394b-38dc-8d55-c1b37b1fb95b;1;Propane, 1,2-dichloro-;Elementary flows/Emission to water/fresh water;;Propane, 1,2-dichloro-;emissions to water/river;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;kg
51cd1fb1-dbac-368a-9d68-953b7b494cc8;338cd049-15e7-3217-9732-bbd01f00f636;1;Propane, perfluorocyclo-;Elementary flows/Emission to air/high population density;;Propane, perfluorocyclo-;emissions to air/high. pop.;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;kg
a9224ed8-bdfd-4e66-9e97-df752e2485ef;cde58d64-b88f-393f-9b94-788b0612dc9f;1;Propanil;Elementary flows/Emission to soil/agricultural;;Propanil;emissions to soil/agricultural;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;kg
89107893-d6a6-4b60-b17e-7f4542461dfd;e1238993-4bb7-307c-9379-2c37c3b6fb66;1;Propaquizafop;Elementary flows/Emission to soil/agricultural;;Propaquizafop;emissions to soil/agricultural;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;kg
6b3026ac-76b1-493d-bbcc-1281ac24905e;207d3376-8515-3d79-97ba-560054efeffb;1;Propargite;Elementary flows/Emission to soil/agricultural;;Propargite;emissions to soil/agricultural;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;kg
ada09403-d5f2-4496-9201-a6dcca0b1717;ba805f83-350a-36d4-bbfb-c22ad419bb87;1;Propylene;Elementary flows/Emission to air/high population density;;Propene;emissions to air/high. pop.;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;kg
23856318-9583-426b-ab04-12e4506b60a8;8c3b214d-1ff7-349f-9597-d94f8eacd336;1;Propylene;Elementary flows/Emission to air/low population density;;Propene;emissions to air/low. pop.;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;kg
64165202-4870-47d0-8602-b85e5d672865;f3cd5883-3952-3e5f-99db-43ff24cd5c84;1;Propylene;Elementary flows/Emission to air/unspecified;;Propene;emissions to air/unspecified;;93a60a56-a3c8-11da-a746-0800200b9a66;Mass;;;20aadc24-a391-41cf-b340-3e4529f44bde;kg;;kg
